Service:Type,Service:Company,Service:Train number,Stop:Station code,Stop:Station name,Stop:Arrival time,Stop:Departure time,Stop:Planned platform
Sprinter,NS,5557,UTO,Utrecht Overvecht,2025-03-01T16:11:00+01:00,2025-03-01T16:11:00+01:00,1
Sprinter,NS,5557,BHV,Bilthoven,2025-03-01T16:15:00+01:00,2025-03-01T16:15:00+01:00,2
Sprinter,NS,5557,DLD,Den Dolder,2025-03-01T16:18:00+01:00,2025-03-01T16:19:00+01:00,2
Sprinter,NS,5557,STZ,Soest Zuid,2025-03-01T16:24:00+01:00,2025-03-01T16:24:00+01:00,1
Sprinter,NS,5557,ST,Soest,2025-03-01T16:26:00+01:00,2025-03-01T16:33:00+01:00,1
Sprinter,NS,5557,SD,Soestdijk,2025-03-01T16:36:00+01:00,2025-03-01T16:36:00+01:00,1
Sprinter,NS,5557,BRN,Baarn,2025-03-01T16:40:00+01:00,,4
Stoptrein,NMBS,2566,FRP,Puurs,,2025-03-01T16:06:00+01:00,
Stoptrein,NMBS,2566,FNZD,Antwerpen-Zuid,2025-03-01T16:36:00+01:00,2025-03-01T16:37:00+01:00,
Stoptrein,NMBS,2566,BERCH,Antwerpen-Berchem,2025-03-01T16:42:00+01:00,2025-03-01T16:43:00+01:00,
Stoptrein,NMBS,2566,ATW,Antwerpen-Centraal,2025-03-01T16:47:00+01:00,2025-03-01T16:50:00+01:00,
Stoptrein,NMBS,2566,ATWLB,Antwerpen-Luchtbal,2025-03-01T16:55:00+01:00,2025-03-01T16:55:00+01:00,
Stoptrein,NMBS,2566,ANDD,Antwerpen-Noorderdokken,2025-03-01T16:58:00+01:00,2025-03-01T16:58:00+01:00,
Stoptrein,NMBS,2566,LKR,Ekeren,2025-03-01T17:01:00+01:00,2025-03-01T17:02:00+01:00,
Stoptrein,NMBS,2566,MARIA,Sint-Mariaburg,2025-03-01T17:04:00+01:00,2025-03-01T17:04:00+01:00,
Stoptrein,NMBS,2566,LKP,Kapellen,2025-03-01T17:07:00+01:00,2025-03-01T17:08:00+01:00,
Stoptrein,NMBS,2566,MID,Heide (B),2025-03-01T17:13:00+01:00,2025-03-01T17:14:00+01:00,
Stoptrein,NMBS,2566,GKT,Kijkuit,2025-03-01T17:17:00+01:00,2025-03-01T17:17:00+01:00,
Stoptrein,NMBS,2566,FKTH,Kalmthout,2025-03-01T17:19:00+01:00,2025-03-01T17:20:00+01:00,
Stoptrein,NMBS,2566,GWD,Wildert,2025-03-01T17:24:00+01:00,2025-03-01T17:24:00+01:00,
Stoptrein,NMBS,2566,ESN,Essen,2025-03-01T17:28:00+01:00,2025-03-01T17:31:00+01:00,
Stoptrein,NMBS,2566,RSD,Roosendaal,2025-03-01T17:39:00+01:00,,1a
Stoptrein,Arriva,32050,MTR,Maastricht Randwyck,,2025-03-01T16:06:00+01:00,1
Stoptrein,Arriva,32050,MT,Maastricht,2025-03-01T16:09:00+01:00,2025-03-01T16:11:00+01:00,6
Stoptrein,Arriva,32050,MTN,Maastricht Noord,2025-03-01T16:14:00+01:00,2025-03-01T16:14:00+01:00,1
Stoptrein,Arriva,32050,MES,Meerssen,2025-03-01T16:18:00+01:00,2025-03-01T16:18:00+01:00,1
Stoptrein,Arriva,32050,SGL,Houthem-St. Gerlach,2025-03-01T16:21:00+01:00,2025-03-01T16:21:00+01:00,1
Stoptrein,Arriva,32050,VK,Valkenburg,2025-03-01T16:25:00+01:00,2025-03-01T16:25:00+01:00,1
Stoptrein,Arriva,32050,SOG,Schin op Geul,2025-03-01T16:28:00+01:00,2025-03-01T16:29:00+01:00,1
Stoptrein,Arriva,32050,KMR,Klimmen-Ransdaal,2025-03-01T16:32:00+01:00,2025-03-01T16:32:00+01:00,1
Stoptrein,Arriva,32050,VDL,Voerendaal,2025-03-01T16:35:00+01:00,2025-03-01T16:35:00+01:00,1
Stoptrein,Arriva,32050,HRLW,Heerlen Woonboulevard,2025-03-01T16:38:00+01:00,2025-03-01T16:38:00+01:00,1
Stoptrein,Arriva,32050,HRL,Heerlen,2025-03-01T16:41:00+01:00,2025-03-01T16:45:00+01:00,1
Stoptrein,Arriva,32050,LG,Landgraaf,2025-03-01T16:48:00+01:00,2025-03-01T16:49:00+01:00,2
Stoptrein,Arriva,32050,EGH,Eygelshoven,2025-03-01T16:52:00+01:00,2025-03-01T16:52:00+01:00,2
Stoptrein,Arriva,32050,CVM,Chevremont,2025-03-01T16:54:00+01:00,2025-03-01T16:54:00+01:00,1
Stoptrein,Arriva,32050,KRD,Kerkrade Centrum,2025-03-01T16:57:00+01:00,,1
Intercity,NS,2252,ASD,Amsterdam Centraal,,2025-03-01T16:06:00+01:00,2a
Intercity,NS,2252,ASS,Amsterdam Sloterdijk,2025-03-01T16:11:00+01:00,2025-03-01T16:11:00+01:00,7
Intercity,NS,2252,HLM,Haarlem,2025-03-01T16:21:00+01:00,2025-03-01T16:23:00+01:00,6
Intercity,NS,2252,HAD,Heemstede-Aerdenhout,2025-03-01T16:28:00+01:00,2025-03-01T16:28:00+01:00,2
Intercity,NS,2252,LEDN,Leiden Centraal,2025-03-01T16:43:00+01:00,2025-03-01T16:47:00+01:00,9b
Intercity,NS,2252,LAA,Den Haag Laan v NOI,2025-03-01T16:55:00+01:00,2025-03-01T16:56:00+01:00,5
Intercity,NS,2252,GV,Den Haag HS,2025-03-01T16:59:00+01:00,2025-03-01T17:00:00+01:00,4
Intercity,NS,2252,DT,Delft,2025-03-01T17:06:00+01:00,2025-03-01T17:06:00+01:00,3
Intercity,NS,2252,SDM,Schiedam Centrum,2025-03-01T17:14:00+01:00,2025-03-01T17:14:00+01:00,3
Intercity,NS,2252,RTD,Rotterdam Centraal,2025-03-01T17:19:00+01:00,2025-03-01T17:21:00+01:00,7
Intercity,NS,2252,RTB,Rotterdam Blaak,2025-03-01T17:24:00+01:00,2025-03-01T17:24:00+01:00,3
Intercity,NS,2252,DDR,Dordrecht,2025-03-01T17:36:00+01:00,2025-03-01T17:37:00+01:00,5
Intercity,NS,2252,RSD,Roosendaal,2025-03-01T18:00:00+01:00,2025-03-01T18:06:00+01:00,4b
Intercity,NS,2252,BGN,Bergen op Zoom,2025-03-01T18:15:00+01:00,2025-03-01T18:15:00+01:00,1
Intercity,NS,2252,RB,Rilland-Bath,2025-03-01T18:25:00+01:00,2025-03-01T18:25:00+01:00,1
Intercity,NS,2252,KBD,Krabbendijke,2025-03-01T18:30:00+01:00,2025-03-01T18:30:00+01:00,2
Intercity,NS,2252,KRG,Kruiningen-Yerseke,2025-03-01T18:35:00+01:00,2025-03-01T18:35:00+01:00,2
Intercity,NS,2252,BZL,Kapelle-Biezelinge,2025-03-01T18:41:00+01:00,2025-03-01T18:41:00+01:00,1
Intercity,NS,2252,GS,Goes,2025-03-01T18:46:00+01:00,2025-03-01T18:46:00+01:00,1
Intercity,NS,2252,ARN,Arnemuiden,2025-03-01T18:56:00+01:00,2025-03-01T18:56:00+01:00,2
Intercity,NS,2252,MDB,Middelburg,2025-03-01T19:01:00+01:00,2025-03-01T19:01:00+01:00,1
Intercity,NS,2252,VSS,Vlissingen Souburg,2025-03-01T19:06:00+01:00,2025-03-01T19:06:00+01:00,1
Intercity,NS,2252,VS,Vlissingen,2025-03-01T19:09:00+01:00,,3
Taxibus ipv trein,NS,927994,SPTN,Santpoort Noord,,2025-03-01T16:07:00+01:00,
Taxibus ipv trein,NS,927994,DRH,Driehuis,2025-03-01T16:12:00+01:00,,
Sprinter,NS,9056,ZL,Zwolle,,2025-03-01T16:07:00+01:00,5
Sprinter,NS,9056,KPNZ,Kampen Zuid,2025-03-01T16:16:00+01:00,2025-03-01T16:16:00+01:00,1
Sprinter,NS,9056,DRON,Dronten,2025-03-01T16:25:00+01:00,2025-03-01T16:25:00+01:00,1
Sprinter,NS,9056,LLS,Lelystad Centrum,2025-03-01T16:37:00+01:00,,4
Stoptrein,Arriva,30849,ZP,Zutphen,,2025-03-01T16:07:00+01:00,1b
Stoptrein,Arriva,30849,VD,Vorden,2025-03-01T16:14:00+01:00,2025-03-01T16:15:00+01:00,1
Stoptrein,Arriva,30849,RL,Ruurlo,2025-03-01T16:21:00+01:00,2025-03-01T16:21:00+01:00,2
Stoptrein,Arriva,30849,LTV,Lichtenvoorde-Groenlo,2025-03-01T16:29:00+01:00,2025-03-01T16:30:00+01:00,1
Stoptrein,Arriva,30849,WWW,Winterswijk West,2025-03-01T16:37:00+01:00,2025-03-01T16:37:00+01:00,1
Stoptrein,Arriva,30849,WW,Winterswijk,2025-03-01T16:39:00+01:00,,1a
Snelbus ipv trein,VIAS,960008,AH,Arnhem Centraal,,2025-03-01T16:07:00+01:00,
Snelbus ipv trein,VIAS,960008,EM,Emmerich,2025-03-01T16:54:00+01:00,2025-03-01T16:56:00+01:00,
Snelbus ipv trein,VIAS,960008,WESEL,Wesel,2025-03-01T17:41:00+01:00,2025-03-01T17:43:00+01:00,
Snelbus ipv trein,VIAS,960008,OBERH,Oberhausen Hbf,2025-03-01T18:28:00+01:00,,
Stoptrein,Arriva,17851,APD,Apeldoorn,,2025-03-01T16:07:00+01:00,3
Stoptrein,Arriva,17851,APDM,Apeldoorn De Maten,2025-03-01T16:10:00+01:00,2025-03-01T16:10:00+01:00,1
Stoptrein,Arriva,17851,KBK,Klarenbeek,2025-03-01T16:16:00+01:00,2025-03-01T16:16:00+01:00,1
Stoptrein,Arriva,17851,VEM,Voorst-Empe,2025-03-01T16:20:00+01:00,2025-03-01T16:20:00+01:00,1
Stoptrein,Arriva,17851,ZP,Zutphen,2025-03-01T16:25:00+01:00,,2a
Sprinter,NS,5759,HFD,Hoofddorp,,2025-03-01T16:07:00+01:00,4
Sprinter,NS,5759,SHL,Schiphol Airport,2025-03-01T16:11:00+01:00,2025-03-01T16:13:00+01:00,2-Jan
Sprinter,NS,5759,ASDZ,Amsterdam Zuid,2025-03-01T16:19:00+01:00,2025-03-01T16:20:00+01:00,1
Sprinter,NS,5759,RAI,Amsterdam RAI,2025-03-01T16:22:00+01:00,2025-03-01T16:22:00+01:00,1
Sprinter,NS,5759,DVD,Duivendrecht,2025-03-01T16:26:00+01:00,2025-03-01T16:26:00+01:00,1
Sprinter,NS,5759,DMNZ,Diemen Zuid,2025-03-01T16:29:00+01:00,2025-03-01T16:29:00+01:00,1
Sprinter,NS,5759,WP,Weesp,2025-03-01T16:35:00+01:00,2025-03-01T16:43:00+01:00,2
Sprinter,NS,5759,NDB,Naarden-Bussum,2025-03-01T16:49:00+01:00,2025-03-01T16:49:00+01:00,2
Sprinter,NS,5759,BSMZ,Bussum Zuid,2025-03-01T16:52:00+01:00,2025-03-01T16:52:00+01:00,2
Sprinter,NS,5759,HVSM,Hilversum Media Park,2025-03-01T16:56:00+01:00,2025-03-01T16:56:00+01:00,1
Sprinter,NS,5759,HVS,Hilversum,2025-03-01T16:58:00+01:00,2025-03-01T16:59:00+01:00,2
Sprinter,NS,5759,HVSP,Hilversum Sportpark,2025-03-01T17:02:00+01:00,2025-03-01T17:02:00+01:00,1
Sprinter,NS,5759,HOR,Hollandsche Rading,2025-03-01T17:06:00+01:00,2025-03-01T17:06:00+01:00,1
Sprinter,NS,5759,UTO,Utrecht Overvecht,2025-03-01T17:14:00+01:00,2025-03-01T17:14:00+01:00,2
Sprinter,NS,5759,UT,Utrecht Centraal,2025-03-01T17:18:00+01:00,,1
Sprinter,NS,7658,ZP,Zutphen,,2025-03-01T16:07:00+01:00,1a
Sprinter,NS,7658,BMN,Brummen,2025-03-01T16:12:00+01:00,2025-03-01T16:12:00+01:00,2
Sprinter,NS,7658,DR,Dieren,2025-03-01T16:17:00+01:00,2025-03-01T16:18:00+01:00,2
Sprinter,NS,7658,RH,Rheden,2025-03-01T16:23:00+01:00,2025-03-01T16:23:00+01:00,1
Sprinter,NS,7658,VP,Velp,2025-03-01T16:27:00+01:00,2025-03-01T16:27:00+01:00,1
Sprinter,NS,7658,AHPR,Arnhem Presikhaaf,2025-03-01T16:30:00+01:00,2025-03-01T16:30:00+01:00,1
Sprinter,NS,7658,AHP,Arnhem Velperpoort,2025-03-01T16:33:00+01:00,2025-03-01T16:33:00+01:00,1
Sprinter,NS,7658,AH,Arnhem Centraal,2025-03-01T16:36:00+01:00,2025-03-01T16:41:00+01:00,7
Sprinter,NS,7658,AHZ,Arnhem Zuid,2025-03-01T16:46:00+01:00,2025-03-01T16:46:00+01:00,1
Sprinter,NS,7658,EST,Elst,2025-03-01T16:50:00+01:00,2025-03-01T16:50:00+01:00,1
Sprinter,NS,7658,NML,Nijmegen Lent,2025-03-01T16:55:00+01:00,2025-03-01T16:55:00+01:00,2
Sprinter,NS,7658,NM,Nijmegen,2025-03-01T16:59:00+01:00,2025-03-01T17:00:00+01:00,4b
Sprinter,NS,7658,NMGO,Nijmegen Goffert,2025-03-01T17:04:00+01:00,2025-03-01T17:04:00+01:00,1
Sprinter,NS,7658,NMD,Nijmegen Dukenburg,2025-03-01T17:07:00+01:00,2025-03-01T17:07:00+01:00,1
Sprinter,NS,7658,WC,Wijchen,2025-03-01T17:12:00+01:00,,2
Intercity,NS,2657,ASD,Amsterdam Centraal,,2025-03-01T16:08:00+01:00,10
Intercity,NS,2657,ALM,Almere Centrum,2025-03-01T16:27:00+01:00,,3
Intercity,NS,3953,EHV,Eindhoven Centraal,,2025-03-01T16:08:00+01:00,4
Intercity,NS,3953,WT,Weert,2025-03-01T16:26:00+01:00,2025-03-01T16:26:00+01:00,3b
Intercity,NS,3953,RM,Roermond,2025-03-01T16:39:00+01:00,2025-03-01T16:40:00+01:00,1
Intercity,NS,3953,STD,Sittard,2025-03-01T16:55:00+01:00,2025-03-01T16:56:00+01:00,2a
Intercity,NS,3953,HRL,Heerlen,2025-03-01T17:11:00+01:00,,5
Stoptrein,VIAS,20027,OBERH,Oberhausen Hbf,,2025-03-01T16:08:00+01:00,
Stoptrein,VIAS,20027,DUISB,Duisburg Hbf,2025-03-01T16:15:00+01:00,2025-03-01T16:16:00+01:00,
Stoptrein,VIAS,20027,KDFFH,Düsseldorf Flughafen,2025-03-01T16:25:00+01:00,2025-03-01T16:25:00+01:00,
Stoptrein,VIAS,20027,DUSSEL,Düsseldorf Hbf,2025-03-01T16:33:00+01:00,,
Sprinter,NS,5956,RSD,Roosendaal,,2025-03-01T16:08:00+01:00,3b
Sprinter,NS,5956,ODB,Oudenbosch,2025-03-01T16:13:00+01:00,2025-03-01T16:13:00+01:00,2
Sprinter,NS,5956,ZVB,Zevenbergen,2025-03-01T16:19:00+01:00,2025-03-01T16:19:00+01:00,1
Sprinter,NS,5956,ZLW,Lage Zwaluwe,2025-03-01T16:25:00+01:00,2025-03-01T16:25:00+01:00,2
Sprinter,NS,5956,DDZD,Dordrecht Zuid,2025-03-01T16:33:00+01:00,2025-03-01T16:33:00+01:00,2
Sprinter,NS,5956,DDR,Dordrecht,2025-03-01T16:37:00+01:00,,3b
Metro ipv trein,NS,927372,LAA,Den Haag Laan v NOI,,2025-03-01T16:08:00+01:00,
Metro ipv trein,NS,927372,GVC,Den Haag Centraal,2025-03-01T16:11:00+01:00,,
Stoptrein,Arriva,32257,NM,Nijmegen,,2025-03-01T16:08:00+01:00,1b
Stoptrein,Arriva,32257,NMH,Nijmegen Heyendaal,2025-03-01T16:11:00+01:00,2025-03-01T16:12:00+01:00,1
Stoptrein,Arriva,32257,MMLH,Mook-Molenhoek,2025-03-01T16:17:00+01:00,2025-03-01T16:17:00+01:00,1
Stoptrein,Arriva,32257,CK,Cuijk,2025-03-01T16:22:00+01:00,2025-03-01T16:22:00+01:00,2
Stoptrein,Arriva,32257,BMR,Boxmeer,2025-03-01T16:29:00+01:00,2025-03-01T16:32:00+01:00,2
Stoptrein,Arriva,32257,VLB,Vierlingsbeek,2025-03-01T16:37:00+01:00,2025-03-01T16:38:00+01:00,2
Stoptrein,Arriva,32257,VRY,Venray,2025-03-01T16:44:00+01:00,2025-03-01T16:45:00+01:00,1
Stoptrein,Arriva,32257,BR,Blerick,2025-03-01T16:58:00+01:00,2025-03-01T16:58:00+01:00,3
Stoptrein,Arriva,32257,VL,Venlo,2025-03-01T17:00:00+01:00,2025-03-01T17:03:00+01:00,4b
Stoptrein,Arriva,32257,TG,Tegelen,2025-03-01T17:08:00+01:00,2025-03-01T17:08:00+01:00,1
Stoptrein,Arriva,32257,RV,Reuver,2025-03-01T17:14:00+01:00,2025-03-01T17:15:00+01:00,1
Stoptrein,Arriva,32257,SM,Swalmen,2025-03-01T17:20:00+01:00,2025-03-01T17:20:00+01:00,2
Stoptrein,Arriva,32257,RM,Roermond,2025-03-01T17:26:00+01:00,,3b
Sprinter,NS,4152,HFD,Hoofddorp,,2025-03-01T16:08:00+01:00,3
Sprinter,NS,4152,SHL,Schiphol Airport,2025-03-01T16:12:00+01:00,2025-03-01T16:13:00+01:00,3
Sprinter,NS,4152,ASDL,Amsterdam Lelylaan,2025-03-01T16:20:00+01:00,2025-03-01T16:20:00+01:00,2
Sprinter,NS,4152,ASS,Amsterdam Sloterdijk,2025-03-01T16:24:00+01:00,2025-03-01T16:31:00+01:00,9
Sprinter,NS,4152,ZD,Zaandam,2025-03-01T16:37:00+01:00,2025-03-01T16:37:00+01:00,1
Sprinter,NS,4152,ZDK,Zaandam Kogerveld,2025-03-01T16:42:00+01:00,2025-03-01T16:42:00+01:00,2
Sprinter,NS,4152,PMW,Purmerend Weidevenne,2025-03-01T16:48:00+01:00,2025-03-01T16:48:00+01:00,2
Sprinter,NS,4152,PMR,Purmerend,2025-03-01T16:51:00+01:00,2025-03-01T16:51:00+01:00,2
Sprinter,NS,4152,PMO,Purmerend Overwhere,2025-03-01T16:53:00+01:00,2025-03-01T16:53:00+01:00,2
Sprinter,NS,4152,HN,Hoorn,2025-03-01T17:04:00+01:00,2025-03-01T17:06:00+01:00,1
Sprinter,NS,4152,HNK,Hoorn Kersenboogerd,2025-03-01T17:10:00+01:00,,1
Sneltrein,Arriva,18953,LUIK,Liège-Guillemins,,2025-03-01T16:08:00+01:00,
Sneltrein,Arriva,18953,BRESSX,Bressoux,2025-03-01T16:16:00+01:00,2025-03-01T16:17:00+01:00,
Sneltrein,Arriva,18953,FVS,Visé,2025-03-01T16:26:00+01:00,2025-03-01T16:27:00+01:00,
Sneltrein,Arriva,18953,EDN,Eijsden,2025-03-01T16:30:00+01:00,2025-03-01T16:32:00+01:00,
Sneltrein,Arriva,18953,MTR,Maastricht Randwyck,2025-03-01T16:38:00+01:00,2025-03-01T16:40:00+01:00,
Sneltrein,Arriva,18953,MT,Maastricht,2025-03-01T16:43:00+01:00,2025-03-01T16:52:00+01:00,5b
Sneltrein,Arriva,18953,MES,Meerssen,2025-03-01T16:57:00+01:00,2025-03-01T16:57:00+01:00,1
Sneltrein,Arriva,18953,VK,Valkenburg,2025-03-01T17:02:00+01:00,2025-03-01T17:03:00+01:00,1
Sneltrein,Arriva,18953,HRL,Heerlen,2025-03-01T17:14:00+01:00,2025-03-01T17:18:00+01:00,1
Sneltrein,Arriva,18953,LG,Landgraaf,2025-03-01T17:22:00+01:00,2025-03-01T17:22:00+01:00,
Sneltrein,Arriva,18953,EGHM,Eygelshoven Markt,2025-03-01T17:25:00+01:00,2025-03-01T17:25:00+01:00,
Sneltrein,Arriva,18953,HZ,Herzogenrath,2025-03-01T17:29:00+01:00,2025-03-01T17:30:00+01:00,
Sneltrein,Arriva,18953,AW,Aachen West,2025-03-01T17:37:00+01:00,2025-03-01T17:38:00+01:00,
Sneltrein,Arriva,18953,AHBF,Aachen Hbf,2025-03-01T17:42:00+01:00,,
Sprinter,NS,7354,RHN,Rhenen,,2025-03-01T16:08:00+01:00,1
Sprinter,NS,7354,VNDC,Veenendaal Centrum,2025-03-01T16:14:00+01:00,2025-03-01T16:17:00+01:00,1
Sprinter,NS,7354,VNDW,Veenendaal West,2025-03-01T16:19:00+01:00,2025-03-01T16:19:00+01:00,1
Sprinter,NS,7354,MRN,Maarn,2025-03-01T16:28:00+01:00,2025-03-01T16:28:00+01:00,1
Sprinter,NS,7354,DB,Driebergen-Zeist,2025-03-01T16:34:00+01:00,2025-03-01T16:34:00+01:00,1
Sprinter,NS,7354,BNK,Bunnik,2025-03-01T16:38:00+01:00,2025-03-01T16:38:00+01:00,1
Sprinter,NS,7354,UTVR,Utrecht Vaartsche Rijn,2025-03-01T16:43:00+01:00,2025-03-01T16:43:00+01:00,1
Sprinter,NS,7354,UT,Utrecht Centraal,2025-03-01T16:46:00+01:00,2025-03-01T16:49:00+01:00,14
Sprinter,NS,7354,UTZL,Utrecht Zuilen,2025-03-01T16:52:00+01:00,2025-03-01T16:52:00+01:00,2
Sprinter,NS,7354,MAS,Maarssen,2025-03-01T16:56:00+01:00,2025-03-01T16:56:00+01:00,2
Sprinter,NS,7354,BKL,Breukelen,2025-03-01T17:00:00+01:00,,2
Sneltrein,Arriva,37351,GN,Groningen,,2025-03-01T16:09:00+01:00,6a
Sneltrein,Arriva,37351,ZH,Zuidhorn,2025-03-01T16:17:00+01:00,2025-03-01T16:17:00+01:00,2
Sneltrein,Arriva,37351,FWD,Feanwâlden,2025-03-01T16:33:00+01:00,2025-03-01T16:33:00+01:00,1
Sneltrein,Arriva,37351,LW,Leeuwarden,2025-03-01T16:44:00+01:00,,8
Sprinter,RRReis,31345,AMF,Amersfoort Centraal,,2025-03-01T16:09:00+01:00,4b
Sprinter,RRReis,31345,HVL,Hoevelaken,2025-03-01T16:15:00+01:00,2025-03-01T16:15:00+01:00,2
Sprinter,RRReis,31345,BNN,Barneveld Noord,2025-03-01T16:22:00+01:00,2025-03-01T16:22:00+01:00,1
Sprinter,RRReis,31345,BNC,Barneveld Centrum,2025-03-01T16:25:00+01:00,2025-03-01T16:26:00+01:00,1
Sprinter,RRReis,31345,BNZ,Barneveld Zuid,2025-03-01T16:29:00+01:00,2025-03-01T16:29:00+01:00,1
Sprinter,RRReis,31345,LTN,Lunteren,2025-03-01T16:34:00+01:00,2025-03-01T16:35:00+01:00,1
Sprinter,RRReis,31345,EDC,Ede Centrum,2025-03-01T16:41:00+01:00,2025-03-01T16:41:00+01:00,1
Sprinter,RRReis,31345,ED,Ede-Wageningen,2025-03-01T16:46:00+01:00,,1
EuroCity,NS Int,9248,RTD,Rotterdam Centraal,,2025-03-01T16:09:00+01:00,
EuroCity,NS Int,9248,BD,Breda,2025-03-01T16:34:00+01:00,2025-03-01T16:42:00+01:00,
EuroCity,NS Int,9248,NDKP,Noorderkempen,2025-03-01T17:00:00+01:00,2025-03-01T17:01:00+01:00,
EuroCity,NS Int,9248,ATW,Antwerpen-Centraal,2025-03-01T17:16:00+01:00,2025-03-01T17:19:00+01:00,
EuroCity,NS Int,9248,BERCH,Antwerpen-Berchem,2025-03-01T17:23:00+01:00,2025-03-01T17:25:00+01:00,
EuroCity,NS Int,9248,MECH,Mechelen,2025-03-01T17:37:00+01:00,2025-03-01T17:39:00+01:00,
EuroCity,NS Int,9248,BRUSN,Brussel-Noord,2025-03-01T18:05:00+01:00,2025-03-01T18:08:00+01:00,
EuroCity,NS Int,9248,BRUSC,Brussel-Centraal,2025-03-01T18:12:00+01:00,2025-03-01T18:13:00+01:00,
EuroCity,NS Int,9248,BRUSZ,Brussel-Zuid,2025-03-01T18:17:00+01:00,,
Intercity,NS,3563,DDR,Dordrecht,,2025-03-01T16:09:00+01:00,2
Intercity,NS,3563,RTB,Rotterdam Blaak,2025-03-01T16:20:00+01:00,2025-03-01T16:20:00+01:00,2
Intercity,NS,3563,RTD,Rotterdam Centraal,2025-03-01T16:23:00+01:00,2025-03-01T16:25:00+01:00,9
Intercity,NS,3563,SDM,Schiedam Centrum,2025-03-01T16:29:00+01:00,2025-03-01T16:29:00+01:00,5
Intercity,NS,3563,DT,Delft,2025-03-01T16:37:00+01:00,2025-03-01T16:37:00+01:00,1
Intercity,NS,3563,GV,Den Haag HS,2025-03-01T16:44:00+01:00,2025-03-01T16:46:00+01:00,6
Intercity,NS,3563,LAA,Den Haag Laan v NOI,2025-03-01T16:49:00+01:00,2025-03-01T16:49:00+01:00,6
Intercity,NS,3563,LEDN,Leiden Centraal,2025-03-01T16:58:00+01:00,2025-03-01T16:59:00+01:00,5b
Intercity,NS,3563,SHL,Schiphol Airport,2025-03-01T17:14:00+01:00,2025-03-01T17:16:00+01:00,2-Jan
Intercity,NS,3563,ASDZ,Amsterdam Zuid,2025-03-01T17:22:00+01:00,2025-03-01T17:24:00+01:00,2
Intercity,NS,3563,RAI,Amsterdam RAI,2025-03-01T17:26:00+01:00,2025-03-01T17:26:00+01:00,2
Intercity,NS,3563,ASB,Amsterdam Bijlmer ArenA,2025-03-01T17:31:00+01:00,2025-03-01T17:32:00+01:00,7
Intercity,NS,3563,UT,Utrecht Centraal,2025-03-01T17:48:00+01:00,2025-03-01T17:54:00+01:00,18
Intercity,NS,3563,HT,'s-Hertogenbosch,2025-03-01T18:21:00+01:00,2025-03-01T18:24:00+01:00,6a
Intercity,NS,3563,EHV,Eindhoven Centraal,2025-03-01T18:43:00+01:00,2025-03-01T18:49:00+01:00,2
Intercity,NS,3563,HM,Helmond,2025-03-01T18:58:00+01:00,2025-03-01T18:58:00+01:00,2
Intercity,NS,3563,DN,Deurne,2025-03-01T19:05:00+01:00,2025-03-01T19:05:00+01:00,2
Intercity,NS,3563,HRT,Horst-Sevenum,2025-03-01T19:16:00+01:00,2025-03-01T19:17:00+01:00,2
Intercity,NS,3563,BR,Blerick,2025-03-01T19:24:00+01:00,2025-03-01T19:24:00+01:00,1
Intercity,NS,3563,VL,Venlo,2025-03-01T19:28:00+01:00,,3
Intercity,NS,2963,EKZ,Enkhuizen,,2025-03-01T16:09:00+01:00,1
Intercity,NS,2963,BKF,Bovenkarspel Flora,2025-03-01T16:13:00+01:00,2025-03-01T16:13:00+01:00,1
Intercity,NS,2963,BKG,Bovenkarspel-Grootebroek,2025-03-01T16:16:00+01:00,2025-03-01T16:17:00+01:00,2
Intercity,NS,2963,HKS,Hoogkarspel,2025-03-01T16:21:00+01:00,2025-03-01T16:22:00+01:00,2
Intercity,NS,2963,HNK,Hoorn Kersenboogerd,2025-03-01T16:29:00+01:00,2025-03-01T16:29:00+01:00,1
Intercity,NS,2963,HN,Hoorn,2025-03-01T16:33:00+01:00,2025-03-01T16:35:00+01:00,2
Intercity,NS,2963,ASS,Amsterdam Sloterdijk,2025-03-01T16:59:00+01:00,2025-03-01T17:02:00+01:00,6
Intercity,NS,2963,ASD,Amsterdam Centraal,2025-03-01T17:08:00+01:00,2025-03-01T17:11:00+01:00,4
Intercity,NS,2963,ASA,Amsterdam Amstel,2025-03-01T17:19:00+01:00,2025-03-01T17:19:00+01:00,4
Intercity,NS,2963,UT,Utrecht Centraal,2025-03-01T17:37:00+01:00,2025-03-01T17:39:00+01:00,18
Intercity,NS,2963,HT,'s-Hertogenbosch,2025-03-01T18:06:00+01:00,2025-03-01T18:08:00+01:00,6a
Intercity,NS,2963,EHV,Eindhoven Centraal,2025-03-01T18:26:00+01:00,2025-03-01T18:29:00+01:00,1
Intercity,NS,2963,WT,Weert,2025-03-01T18:46:00+01:00,2025-03-01T18:46:00+01:00,3b
Intercity,NS,2963,RM,Roermond,2025-03-01T18:59:00+01:00,2025-03-01T19:00:00+01:00,1
Intercity,NS,2963,STD,Sittard,2025-03-01T19:15:00+01:00,2025-03-01T19:16:00+01:00,3a
Intercity,NS,2963,MT,Maastricht,2025-03-01T19:33:00+01:00,,1
Snelbus ipv trein,Arriva,972018,GN,Groningen,,2025-03-01T16:10:00+01:00,
Snelbus ipv trein,Arriva,972018,LEER,Leer (Ostfriesl),2025-03-01T17:25:00+01:00,,
Eurostar,NS Int,9370,ASD,Amsterdam Centraal,,2025-03-01T16:10:00+01:00,13a
